user_id,nativeLang,task3v4
252994,English,1
252998,English,0.8
253001,English,0.8
253002,Chinese/Cantonese/Yue,0.45
253006,English,1
253011,English,0.65
253012,English,1
253013,English,0.45
253021,English,0.95
253022,Chinese/Mandarin,0.9
253024,Farsi,0.4
253034,English,0.55
253036,English,0.95
253046,Tagalog,0.5
253052,English,0.5
253053,German,0.55
253061,English,0.55
253066,English,0.95
253071,English,0.6
253080,Polish,1
253081,Hungarian,1
253082,English,0.8
253087,English,0.4
253088,German,0.65
253094,German,1
253095,English,0.85
253098,Norwegian,1
253099,Polish,0.95
253100,Italian,1
253102,Italian,0.75
253103,Italian,0.45
253104,Italian,0.45
253105,Italian,0.6
253106,English,1
253110,Italian,0.5
253111,English,0.95
253115,Chinese/Mandarin,0.6
253120,Indonesian,0.7
253121,German,0.8
253125,German,1
253128,Hungarian,0.45
253136,English,0.85
253143,English,0.9
253157,Polish,0.95
253164,Dutch,1
253169,French,0.6
253170,Indonesian,0.95
253171,Chinese/Mandarin,1
253176,Chinese/Cantonese/Yue,1
253186,English,0.95
253188,Danish,0.55
253189,German,0.7
253193,German,0.45
253196,Indonesian,0.6
253197,Russian,0.4
253203,English,0.9
253206,Greek,0.45
253210,Dutch,0.6
253220,Portuguese,0.85
253223,English,0.65
253225,Polish,0.5
253226,German,0.95
253231,English,1
253233,English,1
253237,Russian,0.65
253242,Norwegian,0.6
253244,English,0.9
253249,English,0.95
253251,German,0.5
253253,Swedish,1
253254,English,0.7
253257,English,1
253258,Italian,0.5
253269,English,0.95
253273,German,0.65
253277,Swedish,0.9
253280,English,0.8
253286,French,0.7
253287,English,1
253291,Russian,0.4
253293,Finnish,0.85
253298,English,0.7
253313,German,0.7
253314,English,0.45
253316,Indonesian,0.95
253320,English,0.6
253333,Finnish,0.9
253343,Aklanon,0.65
253347,English,0.85
253348,Arabic,0.9
253352,English,0.35
253353,Spanish,0.5
253355,English,0.85
253358,English,0.95
253360,English,0.85
253362,English,1
253364,Chinese/Mandarin,0.6
253366,French,0.75
253367,English,0.95
253371,English,1
253372,English,1
253375,English,0.65
253386,Spanish,0.8
253390,Norwegian,0.7
253391,English,0.45
253392,English,1
253393,Indonesian,0.85
253395,English,0.65
253396,English,0.45
253402,English,0.7
253406,Malay,0.6
253408,Indonesian,0.95
253410,Indonesian,1
253411,English,0.8
253412,English,0.6
253413,English,0.95
253419,Spanish,0.5
253420,English,1
253422,English,0.8
253426,Other,0.35
253428,English,0.75
253438,English,0.8
253440,English,0.45
253442,English,0.35
253447,English,0.85
253450,English,0.75
253452,English,0.65
253454,English,0.45
253456,English,1
253462,English,1
253466,Portuguese,0.55
253467,English,1
253474,German,0.85
253475,English,0.55
253477,Marathi,0.5
253479,English,0.15
253483,English,0.55
253484,Chinese/Taiwanese/Min Nan/Hokkien,0.7
253487,Ukrainian,0.55
253493,English,0.55
253494,English,0.95
253506,Indonesian,0.95
253510,Indonesian,0.65
253511,Dutch,0.8
253512,Estonian,0.9
253515,Chinese/Mandarin,0.85
253518,French,1
253523,English,0.55
253531,English,0.9
253532,Russian,0.5
253533,Other,0.45
253539,Russian,0.4
253541,Chinese/Mandarin,0.85
253551,English,0.5
253555,English,0.75
253567,Portuguese,1
253570,Swedish,0.95
253575,American Sign Language,1
253579,German,0.3
253594,Bobangi,0.55
253596,English,0.75
253597,English,0.85
253598,English,0.8
253600,Portuguese,0.85
253610,Turkish,0.55
253614,Dutch,0.9
253619,English,1
253626,Serbian,0.4
253632,English,0.5
253634,Tagalog,0.6
253640,Chinese/Mandarin,0.4
253647,English,0.85
253649,English,0.65
253651,English,0.6
253657,Russian,0.5
253662,English,0.85
253675,English,1
253676,English,0.85
253678,English,0.6
253679,Portuguese,1
253683,English,0.65
253684,English,0.6
253685,Indonesian,1
253689,German,0.8
253690,English,0.45
253693,Norwegian,0.9
253697,Spanish,0.45
253699,English,0.5
253706,German,0.95
253708,English,1
253710,Other,0.85
253713,English,0.7
253715,English,0.4
253722,Spanish,1
253723,Hungarian,0.9
253737,Spanish,0.5
253738,English,1
253740,Russian,0.7
253745,English,0.8
253747,English,0.9
253751,English,0.6
253753,English,0.55
253755,English,1
253757,Spanish,0.55
253759,English,1
253764,Norwegian,0.7
253768,Farsi,0.55
253769,English,0.6
253776,French,0.65
253780,Chinese/Cantonese/Yue,0.6
253781,English,0.75
253787,Greek,0.3
253788,German,0.5
253791,Turkish,0.55
253792,German,0.6
253794,Chinese/Cantonese/Yue,0.95
253800,Chinese/Mandarin,0.5
253807,Portuguese,0.55
253810,English,0.3
253817,Chinese/Cantonese/Yue,0.6
253824,English,0.3
253826,English,0.95
253830,English,0.85
253832,English,0.95
253834,Polish,0.4
253838,English,0.95
253840,English,1
253843,English,1
253845,English,0.7
253847,English,0.5
253848,English,0.7
253853,English,0.55
253855,English,1
253857,Arabic,0.65
253859,English,0.8
253862,English,1
253867,English,0.55
253868,English,0.6
253871,Chinese/Mandarin,0.9
253873,English,1
253875,Spanish,0.9
253882,Indonesian,0.45
253892,English,0.7
253905,English,1
253906,Malay,0.6
253911,English,0.75
253921,Indonesian,0.55
253928,English,0.85
253929,French,1
253931,English,1
253933,English,0.9
253939,Finnish,0.5
253945,Chinese/Mandarin,0.35
253948,English,0.9
253952,Russian,0.7
253955,English,0.55
253958,Dutch,0.75
253966,English,0.45
253973,English,1
253976,English,0.95
253977,English,0.4
253981,English,0.6
253983,Ainu,0.8
253989,Turkish,0.4
253992,Turkish,0.35
253998,Aragonese,0.9
254001,English,0.85
254003,English,1
254009,Indonesian,1
254010,French,0.75
254017,Farsi,0.65
254021,English,0.75
254024,Italian,1
254026,Greek,0.6
254033,Abkhaz,1
254035,Spanish,1
254038,German,0.5
254043,Indonesian,0.5
254050,Italian,0.6
254053,Spanish,0.55
254067,French,0.8
254068,French,1
254069,French,0.6
254080,English,1
254084,English,0.7
254088,English,0.85
254089,English,0.8
254099,English,0.6
254100,German,0.35
254104,Danish,0.7
254105,German,0.7
254108,Chinese/Wu/Shanghainese,0.95
254114,English,0.75
254115,English,0.9
254118,Czech,0.85
254125,English,0.65
254126,English,0.2
254128,English,0.65
254132,English,0.8
254133,Chinese/Mandarin,0.4
254134,Spanish,0.95
254139,Russian,0.65
254144,Chinese/Cantonese/Yue,1
254146,English,1
254149,Italian,0.95
254150,English,0.85
254152,English,0.45
254153,English,1
254156,Finnish,0.55
254163,English,0.3
254167,German,0.5
254169,Turkish,0.6
254171,English,0.35
254175,English,0.55
254176,English,1
254179,English,0.75
254180,English,0.75
254182,English,0.75
254183,English,1
254187,Telugu,0.6
254192,English,0.9
254194,English,0.95
254204,Italian,0.9
254207,Chinese/Cantonese/Yue,0.9
254209,Romanian,0.95
254219,Polish,0.35
254224,English,0.4
254225,English,0.75
254231,English,0.85
254232,English,0.65
254234,Catalan,0.9
254235,English,1
254243,English,0.45
254249,English,1
254252,Hebrew,0.7
254266,Polish,0.5
254268,English,0.45
254269,English,1
254271,English,1
254276,Tagalog,0.6
254280,English,0.75
254281,English,0.6
254282,Chinese/Mandarin,0.45
254283,English,0.8
254285,English,0.65
254288,Korean,0.85
254289,Spanish,0.35
254290,English,0.6
254291,Spanish,0.6
254292,French,0.9
254295,Spanish,0.8
254296,English,0.5
254299,Farsi,0.55
254305,English,0.35
254309,Chinese/Gan,0.55
254312,Chinese/Xianghua,0.55
254314,English,0.8
254324,English,0.9
254330,English,0.9
254331,Chinese/Mandarin,0.7
254335,English,0.9
254346,English,0.85
254350,English,0.4
254359,English,1
254367,English,1
254372,English,0.95
254382,Chinese/Mandarin,0.4
254383,English,0.55
254387,English,0.85
254390,Spanish,0.75
254391,English,0.85
254393,English,0.7
254397,English,0.8
254402,English,0.55
254404,English,0.55
254405,Turkish,0.6
254406,Czech,0.45
254408,Hebrew,0.65
254411,Spanish,0.4
254418,Chinese/Taiwanese/Min Nan/Hokkien,0.6
254419,English,0.4
254422,English,0.6
254425,Dutch,0.8
254428,Hungarian,0.55
254429,Polish,1
254431,Croatian,0.95
254432,Indonesian,1
254438,English,0.6
254439,Russian,0.95
254448,Urdu,0.45
254453,Portuguese,0.55
254454,English,0.75
254457,Lithuanian,0.8
254458,English,0.6
254461,English,1
254464,Russian,1
254465,English,0.55
254468,English,0.6
254470,Russian,0.4
254473,German,0.6
254476,German,0.7
254478,Swedish,1
254482,English,0.6
254487,Chinese/Mandarin,0.5
254490,Norwegian,0.35
254492,German,0.5
254499,Polish,0.45
254501,Spanish,0.5
254502,Bisaya,0.6
254503,English,0.6
254504,English,0.65
254505,Serbian,0.6
254506,English,0.6
254509,Russian,0.6
254512,Albanian,0.9
254523,Albanian,1
254530,Albanian,0.9
254531,Swahili,0.9
254533,Spanish,0.9
254535,English,0.8
254538,Chinese/Cantonese/Yue,0.55
254547,English,1
254548,Chinese/Mandarin,1
254549,French,0.65
254550,English,0.45
254555,English,0.7
254556,English,1
254559,Gujarati,0.45
254563,English,0.95
254565,Chinese/Cantonese/Yue,1
254567,Chinese/Cantonese/Yue,0.9
254569,English,0.45
254570,Malayalam,0.5
254571,English,0.75
254573,Kurdish,0.6
254576,English,0.45
254577,German,1
254579,English,0.95
254584,English,0.9
254586,English,0.85
254593,Greek,0.35
254594,French,0.45
254595,Dutch,0.75
254602,English,0.5
254605,English,0.4
254606,Russian,0.5
254619,Greek,1
254620,English,0.65
254622,English,0.9
254637,Romanian,0.6
254641,Greek,0.95
254643,Swiss German,0.9
254645,English,0.85
254646,Urdu,0.45
254648,German,0.95
254651,Russian,0.9
254652,Hebrew,0.5
254653,English,0.7
254654,English,0.35
254666,English,0.7
254671,English,1
254672,Chinese/Cantonese/Yue,0.9
254679,English,0.9
254684,Hebrew,0.35
254685,English,0.5
254687,English,0.55
254694,Hmong,0.5
254702,Breton,0.8
254703,English,0.7
254706,French,0.8
254717,English,0.7
254720,German,0.5
254721,French,1
254723,English,0.7
254725,English,1
254735,Danish,0.4
254737,Spanish,0.6
254738,Greek,0.6
254742,English,0.65
254745,English,0.6
254746,Greek,0.55
254747,Chinese/Mandarin,0.4
254750,English,0.65
254756,English,0.6
254773,Spanish,1
254778,English,1
254779,Spanish,0.45
254781,Dutch,0.95
254782,Spanish,0.3
254785,Arabic,0.5
254786,English,1
254788,Spanish,0.85
254793,English,0.85
254794,Gaelic,0.8
254795,English,0.6
254797,English,0.55
254799,English,0.4
254801,English,0.6
254802,English,0.55
254807,Gaelic,0.95
254809,Gaelic,0.55
254818,Spanish,0.65
254819,English,0.7
254822,Spanish,0.95
254829,English,0.3
254831,Kyrgyz,0.35
254832,English,1
254834,English,0.95
254840,Russian,0.65
254848,English,0.6
254850,Spanish,0.5
254851,English,0.55
254856,English,0.7
254857,Indonesian,0.9
254866,English,0.95
254867,Chinese/Mandarin,0.9
254870,English,0.35
254882,English,0.55
254891,Finnish,0.75
254899,Portuguese,0.4
254900,English,0.45
254904,English,0.95
254905,English,0.95
254906,English,0.2
254907,English,0.65
254909,Aklanon,0.55
254914,English,0.2
254921,English,0.65
254922,Abenaki,0.65
254923,English,0.5
254924,English,0.7
254929,Dutch,1
254932,Russian,0.95
254933,Croatian,0.6
254938,Indonesian,0.95
254939,Japanese,1
254940,English,0.45
254941,Indonesian,0.5
254942,English,0.7
254946,English,0.15
254949,German,0.6
254951,Finnish,0.45
254958,Greek,0.85
254964,French,0.4
254966,English,0.5
254970,French,0.35
254984,English,0.9
254987,English,0.75
254993,Spanish,0.7
254996,Turkish,0.55
255001,English,1
255002,English,1
255003,English,0.5
255007,Polish,0.65
255008,English,1
255009,Swedish,0.95
255010,Korean,0.55
255012,English,0.95
255018,English,1
255020,Danish,0.2
255025,English,0.35
255029,Russian,0.5
255030,Swedish,0.4
255034,English,1
255036,Luxembourgish,0.4
255037,Spanish,0.95
255039,English,0.6
255040,English,0.95
255042,English,1
255043,Swedish,0.55
255044,Russian,0.6
255047,English,0.6
255048,Turkish,0.7
255056,English,0.9
255057,Ukrainian,0.75
255064,French,0.5
255066,English,1
255069,English,1
255070,English,0.9
255079,English,1
255080,English,0.75
255081,English,0.9
255091,Norwegian,0.7
255092,Chinese/Mandarin,0.65
255096,English,0.65
255103,English,1
255108,English,0.6
255109,English,0.95
255110,Chinese/Mandarin,0.55
255111,English,0.5
255113,English,0.45
255114,Chinese/Mandarin,0.7
255115,English,0.7
255119,English,0.5
255120,English,1
255123,English,0.4
255125,English,1
255129,Korean,0.7
255134,Chinese/Cantonese/Yue,1
255135,Abenaki,0.4
255138,English,0.65
255141,English,0.45
255145,Greek,1
255147,English,0.95
255149,Arabic,0.75
255152,English,0.6
255153,English,0.4
255155,English,0.6
255156,English,0.65
255157,Danish,1
255158,English,0.45
255160,Slovak,1
255161,Chinese/Mandarin,0.6
255162,English,1
255164,English,1
255171,English,0.7
255175,English,0.55
255180,Turkish,0.95
255181,English,0.75
255188,Albanian,1
255193,Spanish,0.6
255199,English,0.85
255200,Hebrew,0.35
255201,Finnish,1
255203,English,0.6
255207,English,0.4
255211,Dutch,1
255212,English,0.45
255213,German,0.85
255216,English,0.7
255220,English,0.45
255223,Swedish,0.35
255224,English,0.6
255230,English,0.6
255232,Swedish,0.45
255235,English,0.95
255237,German,0.65
255239,German,0.85
255242,English,0.7
255243,German,0.9
255253,English,0.45
255259,German,0.9
255261,French,0.95
255265,English,0.25
255266,Dutch,0.65
255267,Adyghe,0.9
255268,English,1
255269,English,0.95
255280,English,1
255281,German,0.6
255290,Swedish,0.85
255299,French,0.4
255303,English,0.6
255304,Dutch,0.9
255307,Chinese/Mandarin,0.7
255312,English,1
255313,Dutch,0.95
255331,English,0.75
255333,English,0.95
255337,English,0.4
255341,Norwegian,1
255343,Polish,0.6
255348,English,0.8
255349,English,0.9
255352,Turkish,0.65
255357,English,0.45
255358,Spanish,0.6
255366,Spanish,0.55
255370,French,0.45
255379,Polish,0.6
255386,English,0.65
255398,English,1
255400,English,0.65
255408,Danish,0.3
255409,English,0.7
255410,English,0.95
255411,English,0.55
255412,French,0.4
255416,Norwegian,0.85
255417,English,0.4
255419,Spanish,0.3
255421,Portuguese,0.55
255422,Chinese/Mandarin,1
255425,Hungarian,0.6
255427,French,0.55
255431,English,0.6
255434,Indonesian,1
255437,English,0.65
255440,English,0.8
255448,English,0.85
255450,English,1
255451,English,0.95
255455,English,0.45
255458,English,0.9
255470,English,0.65
255474,English,0.5
255479,English,0.5
255480,English,0.7
255481,English,0.95
255489,English,0.6
255498,English,1
255499,English,0.45
255503,Spanish,1
255508,Spanish,1
255523,English,0.3
255532,French,0.6
255533,English,0.35
255536,English,0.85
255539,English,0.95
255541,Tagalog,0.7
255543,German,0.55
255544,English,1
255547,English,0.8
255548,Spanish,0.8
255552,English,1
255555,English,0.7
255556,German,0.6
255561,Estonian,1
255566,Indonesian,0.7
255576,Russian,0.95
255582,Swedish,0.75
255588,French,0.9
255597,English,0.6
255601,Spanish,1
255603,German,1
255605,English,0.4
255612,English,0.65
255620,German,0.35
255622,English,0.9
255627,English,0.55
255628,English,1
255629,Spanish,0.8
255635,Serbian,0.75
255639,English,0.95
255643,Danish,0.45
255645,English,0.35
255646,Spanish,0.4
255650,Polish,0.35
255651,French,0.3
255654,Italian,0.85
255661,English,0.45
255670,English,0.65
255672,English,1
255673,English,0.8
255674,English,0.8
255678,Frankish,0.4
255679,English,0.9
255685,English,0.6
255686,Frankish,1
255690,Finnish,0.5
255694,English,0.9
255696,Turkish,1
255698,Dutch,0.7
255714,Romanian,0.95
255716,English,0.75
255717,Polish,0.5
255719,English,0.65
255726,English,1
255733,Arabic,0.7
255751,English,0.45
255753,Spanish,1
255754,Other,0.95
255760,Spanish,0.55
255763,Portuguese,0.55
255767,English,0.7
255768,Other,0.4
255769,Romanian,1
255773,English,0.7
255775,English,1
255783,English,1
255786,Spanish,0.7
255787,English,0.95
255788,English,0.5
255790,English,0.25
255796,Latin,0.45
255797,English,0.8
255802,Latin,0.5
255805,English,1
255806,Chinese/Mandarin,0.5
255811,English,0.7
255813,Tagalog,0.35
255815,English,1
255816,English,0.95
255817,English,0.6
255822,English,1
255823,English,0.85
255825,English,0.7
255826,English,0.9
255827,Danish,0.7
255836,Korean,1
255840,French,0.95
255842,Chinese/Mandarin,0.65
255849,English,1
255854,English,1
255855,English,0.95
255856,Chinese/Mandarin,0.6
255865,English,0.65
255870,Hungarian,0.6
255879,Chinese/Mandarin,0.4
255883,English,0.95
255888,Romanian,0.4
255893,English,0.85
255899,Hebrew,0.65
255902,English,0.9
255909,English,0.5
255917,English,0.5
255918,Hindi,0.7
255919,Thai,0.85
255928,Chinese/Mandarin,0.6
255933,English,0.6
255937,Chinese/Wu/Shanghainese,0.95
255939,English,0.95
255943,Thai,0.95
255945,French,0.85
255946,English,1
255947,English,0.65
255950,English,0.5
255951,English,0.55
255952,English,0.5
255967,Russian,0.45
255971,German,0.6
255972,Tagalog,0.6
255975,English,0.8
255978,Hebrew,0.45
255983,Russian,0.5
255984,English,1
255991,Hindi,0.55
255993,English,0.6
255994,Turkish,0.45
255995,English,0.55
255997,Norwegian,0.6
255998,Arabic,0.7
256005,English,0.75
256009,English,0.75
256021,English,0.4
256022,Tamil,0.45
256027,English,0.45
256031,English,0.5
256035,Abkhaz,0.8
256037,English,0.95
256039,German,0.3
256044,English,0.65
256045,German,0.95
256046,French,0.45
256051,English,0.55
256052,Chinese/Mandarin,0.9
256054,Italian,0.65
256055,Chinese/Mandarin,0.95
256056,English,0.65
256062,English,0.65
256065,English,0.85
256070,English,1
256072,English,1
256076,Spanish,0.7
256077,Chinese/Cantonese/Yue,0.5
256084,English,0.6
256088,Spanish,0.45
256090,English,1
256091,Spanish,0.3
256096,English,0.65
256097,English,0.55
256102,English,0.45
256103,English,0.95
256105,English,1
256106,English,0.5
256107,English,0.6
256108,Portuguese,0.95
256109,English,0.95
256117,English,0.45
256120,English,0.9
256121,English,0.85
256145,Spanish,0.45
256148,English,0.55
256149,Spanish,0.4
256159,Korean,0.9
256160,Spanish,0.4
256165,English,0.9
256166,Chinese/Mandarin,1
256175,English,0.95
256181,English,1
256188,English,0.65
256193,English,0.65
256199,English,0.6
256200,English,0.95
256203,English,0.55
256205,English,0.4
256207,Korean,0.75
256211,English,0.6
256215,Spanish,0.85
256218,English,0.75
256219,English,0.95
256221,Italian,0.5
256229,Spanish,0.4
256237,Chinese/Mandarin,0.95
256240,English,0.9
256242,Croatian,0.6
256248,Norwegian,0.9
256249,English,0.9
256252,Kurdish,0.4
256253,English,0.9
256256,Hungarian,1
256261,Italian,0.55
256268,English,0.95
256273,English,0.8
256275,English,0.4
256281,English,0.55
256285,English,0.7
256290,English,0.5
256293,Italian,1
256296,English,1
256297,Urdu,0.9
256305,English,0.5
256307,Romanian,0.35
256308,English,0.95
256309,Korean,1
256317,English,0.65
256321,English,0.7
256328,English,0.65
256329,Aragonese,0.65
256336,English,0.95
256338,English,0.95
256340,Russian,0.95
256350,Korean,1
256359,English,0.9
256360,English,0.95
256361,English,1
256363,Chinese/Cantonese/Yue,0.9
256364,English,1
256367,English,0.5
256368,English,0.5
256369,Urdu,0.8
256371,English,0.55
256372,English,0.5
256378,English,0.35
256381,English,0.5
256383,Chinese/Cantonese/Yue,0.5
256392,Serbian,0.65
256393,English,0.4
256400,Spanish,0.6
256401,English,0.4
256402,English,0.75
256403,French,0.65
256420,English,1
256421,English,1
256424,English,0.5
256427,English,0.9
256429,English,1
256432,Spanish,0.95
256436,English,1
256437,English,0.55
256439,English,0.4
256442,English,0.95
256443,Dutch,1
256450,German,0.5
256453,English,0.95
256457,English,0.65
256463,Italian,0.7
256466,Aramaic,0.85
256468,English,0.85
256473,English,0.4
256496,English,0.9
256503,German,0.85
256504,English,0.95
256505,Spanish,0.5
256507,Spanish,0.75
256513,Polish,0.95
256514,French,0.75
256515,Portuguese,0.55
256517,English,0.45
256521,English,0.4
256522,Turkish,0.65
256523,Croatian,0.65
256525,Norwegian,0.55
256527,English,0.8
256530,Malayalam,0.6
256531,Turkish,0.45
256535,English,0.95
256539,English,0.95
256542,French,1
256548,Spanish,1
256551,French,0.6
256554,English,0.8
256557,Lithuanian,0.6
256558,English,0.95
256560,Spanish,0.95
256561,Spanish,0.45
256564,Korean,0.9
256570,English,1
256573,English,0.5
256577,Spanish,0.45
256578,English,0.45
256587,English,0.75
256598,English,0.55
256599,English,1
256602,English,0.55
256605,English,0.5
256606,English,0.7
256608,English,0.45
256611,Portuguese,0.65
256615,Estonian,0.75
256616,English,0.85
256621,French,0.8
256622,English,0.95
256627,English,1
256630,English,1
256634,English,0.35
256648,English,0.7
256652,English,0.55
256658,English,0.45
256659,Kannada,0.45
256661,English,0.75
256663,Chinese/Hokkien,0.55
256669,Uzbek,0.4
256681,Russian,0.55
256682,Uzbek,0.4
256688,Russian,0.5
256693,English,0.55
256695,English,1
256699,English,0.95
256700,English,0.45
256701,Uzbek,0.45
256703,Russian,0.5
256704,Uzbek,0.65
256705,Spanish,0.55
256706,Ainu,1
256707,English,0.4
256708,English,0.75
256711,English,0.4
256714,Korean,1
256715,Uzbek,0.5
256717,Russian,0.45
256718,Russian,0.4
256723,English,0.8
256727,English,0.95
256730,Russian,0.7
256731,Russian,0.6
256734,Finnish,1
256735,Portuguese,0.9
256736,English,0.5
256742,English,0.5
256743,Chinese/Cantonese/Yue,0.55
256750,German,1
256758,Finnish,0.55
256761,Turkish,0.5
256765,Norwegian,0.65
256768,English,0.6
256771,Romanian,1
256772,Russian,0.6
256774,Korean,1
256775,Vietnamese,0.45
256779,Portuguese,0.55
256784,English,0.65
256785,Icelandic,1
256791,English,0.5
256803,Tagalog,0.95
256814,English,0.95
256820,Telugu,0.5
256822,Bengali,0.85
256823,Swedish,0.65
256825,English,0.9
256829,Danish,0.9
256830,Danish,0.85
256833,English,0.55
256834,Hindi,0.9
256837,English,0.95
256843,English,0.55
256851,Portuguese,0.3
256863,Chinese/Mandarin,0.5
256867,Indonesian,0.9
256868,English,0.6
256869,English,0.8
256871,Lithuanian,0.6
256873,Swedish,0.75
256874,Spanish,0.45
256880,Welsh,0.8
256891,English,0.4
256894,English,1
256901,English,1
256902,Romanian,0.55
256905,Hindi,0.6
256906,Korean,1
256907,Dutch,0.45
256911,Spanish,0.85
256912,Dutch,0.5
256914,English,0.95
256929,English,0.5
256930,Vietnamese,0.75
256933,English,1
256935,Polish,1
256938,English,1
256959,English,1
256963,English,0.9
256971,English,0.45
256973,Arabic,0.95
256976,French,0.35
256981,English,0.9
256982,English,1
256984,German,0.9
256988,English,0.5
256994,English,0.8
256998,French,0.6
257007,English,0.5
257009,English,0.35
257010,Korean,0.45
257020,English,0.35
257025,English,1
257029,English,0.75
257033,English,0.4
257039,English,1
257040,English,0.7
257042,English,0.65
257044,Chinese/Mandarin,0.6
257047,Turkish,0.85
257048,English,0.5
257050,Spanish,0.75
257053,English,0.7
257054,English,1
257057,English,0.75
257058,English,0.95
257059,English,0.45
257060,English,0.4
257067,Korean,1
257068,English,0.8
257069,English,0.75
257079,English,0.3
257085,English,0.45
257086,Marathi,0.5
257090,English,1
257097,English,0.35
257099,German,0.6
257105,Finnish,0.95
257106,English,1
257111,Russian,0.8
257113,German,0.95
257120,Other,0.65
257121,English,1
257123,Thai,0.95
257131,English,1
257132,Turkish,0.5
257134,English,0.55
257143,French,0.3
257145,French,0.7
257146,Other,0.65
257147,Portuguese,0.6
257156,English,0.95
257160,Malayalam,0.5
257161,English,0.5
257162,English,0.9
257167,French,0.45
257172,English,0.5
257174,Gujarati,0.45
257179,German,0.55
257183,English,0.55
257185,English,0.9
257187,Spanish,0.8
257188,French,1
257200,Italian,0.5
257201,English,1
257202,Greek,0.8
257204,English,0.6
257208,Korean,0.9
257209,English,0.5
257213,English,0.65
257214,English,0.65
257215,English,0.45
257218,Indonesian,0.65
257235,Turkish,0.55
257240,German,0.7
257241,English,0.95
257242,Russian,0.5
257243,Spanish,0.5
257244,Spanish,0.35
257245,English,0.4
257253,Latvian,0.5
257258,English,1
257260,English,0.85
257261,Farsi,0.95
257264,Spanish,0.55
257266,French,0.6
257267,German,0.55
257272,English,0.7
257274,Dutch,0.65
257275,English,0.6
257277,English,0.85
257280,English,0.85
257287,Farsi,0.7
257295,English,0.5
257296,Portuguese,0.4
257298,English,0.4
257300,Turkish,0.95
257303,Turkish,0.3
257305,Portuguese,0.65
257308,English,0.9
257313,Italian,1
257314,English,0.95
257318,English,0.9
257320,English,0.95
257321,Korean,1
257322,English,0.6
257323,Portuguese,0.45
257325,Chinese/Cantonese/Yue,0.5
257326,English,0.55
257342,English,0.7
257347,English,0.7
257349,English,0.45
257354,Spanish,0.65
257355,Portuguese,0.55
257356,German,0.5
257357,English,0.6
257361,English,0.85
257365,Chinese/Mandarin,0.75
257367,English,0.9
257371,English,0.75
257395,English,0.95
257396,Italian,1
257408,English,0.6
257410,Russian,0.65
257412,Chinese/Cantonese/Yue,1
257415,English,0.3
257417,Thai,0.3
257418,English,1
257419,Dutch,0.6
257425,English,0.25
257434,English,1
257437,Lithuanian,0.4
257439,English,0.45
257442,German,0.6
257445,Ukrainian,1
257448,English,0.75
257459,English,0.5
257461,Other,0.4
257463,English,0.85
257465,English,0.45
257469,Chinese/Cantonese/Yue,0.85
257472,Marathi,0.6
257476,Lithuanian,0.45
257480,English,0.55
257481,English,0.55
257482,English,0.9
257483,English,1
257503,Swedish,0.45
257506,Italian,0.5
257508,Spanish,0.5
257513,English,0.5
257517,English,1
257519,Chinese/Cantonese/Yue,0.5
257525,English,0.9
257526,Estonian,0.55
257529,Hungarian,0.45
257532,German,0.8
257533,English,1
257534,English,1
257537,English,0.9
257540,English,1
257541,English,0.9
257543,English,0.45
257544,Hebrew,0.4
257545,English,0.8
257549,Danish,0.5
257551,English,1
257553,German,0.9
257555,English,0.65
257556,English,0.5
257557,German,0.55
257558,English,0.6
257573,Hebrew,1
257575,Italian,0.55
257580,Japanese,0.55
257584,English,0.4
257593,Dutch,0.6
257595,English,1
257597,English,0.85
257601,English,0.5
257605,Spanish,0.55
257610,English,0.5
257613,English,0.65
257618,Spanish,0.7
257620,English,0.3
257622,English,0.45
257643,English,0.9
257647,Chinese/Cantonese/Yue,0.55
257648,Spanish,0.9
257652,Spanish,0.6
257655,English,0.85
257658,English,0.8
257659,English,0.6
257666,Indonesian,1
257668,Indonesian,0.7
257681,Aragonese,1
257682,Ukrainian,0.85
257684,Swedish,1
257689,English,0.55
257694,English,1
257695,Russian,1
257698,English,1
257699,English,0.9
257705,Swedish,0.5
257706,English,1
257708,English,0.7
257709,Catalan,0.5
257712,French,0.3
257717,English,0.8
257719,English,0.85
257723,English,1
257724,Finnish,0.95
257726,English,0.9
257727,Dutch,0.75
257730,Dutch,0.6
257736,English,0.55
257740,English,0.95
257743,English,0.7
257745,Catalan,1
257747,English,0.85
257749,English,0.85
257754,Telugu,0.6
257759,English,0.85
257760,Indonesian,1
257762,English,0.95
257766,French,1
257770,English,0.6
257773,Chinese/Taiwanese/Min Nan/Hokkien,0.55
257774,English,0.55
257778,Romanian,0.55
257781,Dutch,0.85
257782,English,0.45
257783,English,1
257786,English,0.5
257795,English,0.95
257804,English,0.95
257812,English,1
257814,English,1
257815,Spanish,0.7
257818,English,1
257825,Catalan,0.4
257829,Portuguese,0.55
257832,English,0.95
257838,English,0.4
257841,Arabic,0.65
257842,German,0.65
257844,English,0.9
257854,Spanish,0.5
257856,Polish,0.6
257858,Polish,0.85
257860,English,0.7
257861,English,0.55
257862,French,0.75
257870,English,0.85
257871,Chinese/Mandarin,0.55
257876,English,0.85
257878,English,1
257880,Spanish,1
257882,Chinese/Cantonese/Yue,0.7
257884,English,0.75
257887,English,1
257888,Telugu,0.65
257890,English,0.65
257896,English,0.6
257898,Thai,0.55
257901,Tagalog,0.3
257903,English,0.45
257904,Indonesian,0.7
